index,frame_id,id,x,y,w,h,tl_x,br_x,tl_y,br_y
5,82,19,280.53,212.3059,24.3437,69.9901,268,292,177,247
0,83,9,388.4008,218.3294,30.6416,77.0188,373,403,179,256
1,83,11,464.2196,208.3675,25.2758,75.705,451,476,170,246
2,83,12,491.8228,207.89,23.878,74.6543,479,503,170,245
3,83,13,582.2881,229.6867,26.2776,91.1368,569,595,184,275
4,83,15,418.8398,222.5277,27.8403,83.28,404,432,180,264
5,83,19,283.155,213.4559,24.3921,70.3626,270,295,178,248
0,84,9,388.5573,218.2258,30.6047,77.06,373,403,179,256
1,84,11,465.6713,206.6008,25.12,75.3029,453,478,168,244
2,84,12,492.954,206.6473,23.8533,74.2793,481,504,169,243
3,84,13,581.1584,227.3414,26.0873,90.5297,568,594,182,272
4,84,15,418.8545,222.5427,27.745,83.2412,404,432,180,264
5,84,19,286.1564,214.6681,24.44,70.735,273,298,179,250
0,85,9,388.7137,218.1225,30.5675,77.1012,373,403,179,256
1,85,11,467.3279,204.8906,24.9642,74.9013,454,479,167,242
2,85,12,494.2032,205.4089,23.8256,73.9177,482,506,168,242
3,85,13,580.5872,225.0317,25.9114,89.9248,567,593,180,269
4,85,15,418.9523,222.5374,27.6497,83.2029,405,432,180,264
5,85,19,289.5712,215.9653,24.4879,71.1074,277,301,180,251
0,86,9,388.8843,218.0207,30.5288,77.143,373,404,179,256
1,86,11,469.2631,203.257,24.808,74.5004,456,481,166,240
2,86,12,495.6707,204.1786,23.7922,73.5802,483,507,167,240
3,86,13,580.6887,222.7822,25.7498,89.3222,567,593,178,267
4,86,15,419.2036,222.494,27.5541,83.165,405,432,180,264
5,86,19,293.3727,217.3479,24.5363,71.4799,281,305,181,253
0,87,9,389.1038,217.9232,30.4861,77.1854,373,404,179,256
1,87,11,471.4768,201.6999,24.6516,74.1001,459,483,164,238
2,87,12,497.4348,202.9597,23.7505,73.2752,485,509,166,239
3,87,13,581.4395,220.6104,25.5986,88.7218,568,594,176,264
4,87,15,419.6641,222.3981,27.4581,83.1271,405,433,180,263
5,87,19,297.4586,218.7937,24.5854,71.8522,285,309,182,254
0,88,9,389.4473,217.8356,30.4336,77.2285,374,404,179,256
1,88,11,473.895,200.1987,24.495,73.7,461,486,163,237
2,88,12,499.4951,201.7523,23.7,73.0027,487,511,165,238
3,88,13,582.6956,218.5143,25.4531,88.123,569,595,174,262
4,88,15,420.3338,222.2495,27.3619,83.0888,406,434,180,263
5,88,19,301.6977,220.2738,24.6351,72.2242,289,314,184,256
0,89,9,390.02,217.7667,30.3624,77.2721,374,405,179,256
1,89,11,476.4236,198.7276,24.3383,73.3,464,488,162,235
2,89,12,501.7729,200.5531,23.6428,72.7543,489,513,164,236
3,89,13,584.2657,216.4734,25.31,87.525,571,596,172,260
4,89,15,421.1579,222.0618,27.2658,83.05,407,434,180,263
5,89,19,305.9975,221.7679,24.685,72.5958,293,318,185,258
0,90,9,390.8861,217.7213,30.2655,77.3164,375,406,179,256
1,90,11,478.9958,197.2681,24.1817,72.9,466,491,160,233
2,90,12,504.1681,199.3582,23.582,72.5193,492,515,163,235
3,90,13,585.9879,214.4623,25.1676,86.9271,573,598,170,257
4,90,15,422.0659,221.853,27.17,83.0112,408,435,180,263
5,90,19,310.3034,223.2646,24.735,72.9678,297,322,186,259
0,91,9,392.0004,217.6945,30.1429,77.3616,376,407,179,256
1,91,11,481.5809,195.8119,24.025,72.4999,469,493,159,232
2,91,12,506.61,198.1646,23.52,72.29,494,518,162,234
3,91,13,587.7622,212.4628,25.0251,86.3287,575,600,169,255
4,91,15,423.0075,221.636,27.0742,82.9729,409,436,180,263
5,91,19,314.6114,224.753,24.785,73.3401,302,327,188,261
0,92,9,393.183,217.6692,30.0011,77.408,378,408,178,256
1,92,11,484.1662,194.3556,23.8684,72.0996,472,496,158,230
2,92,12,509.0631,196.9564,23.4576,72.0621,497,520,160,232
3,92,13,589.5517,210.4664,24.8828,85.7296,577,601,167,253
4,92,15,423.9591,221.4162,26.9781,82.935,410,437,179,262
5,92,19,318.9626,226.2187,24.835,73.7126,306,331,189,263
0,93,9,394.1916,217.6215,29.8488,77.4551,379,409,178,256
1,93,11,486.7519,192.8994,23.712,71.6987,474,498,157,228
2,93,12,511.5081,195.6976,23.395,71.8337,499,523,159,231
3,93,13,591.3417,208.4696,24.7408,85.1299,578,603,165,251
4,93,15,424.911,221.1957,26.8819,82.8971,411,438,179,262
5,93,19,323.49,227.6365,24.885,74.085,311,335,190,264
0,94,9,394.8444,217.5332,29.6924,77.5026,379,409,178,256
1,94,11,489.3424,191.445,23.5558,71.2998,477,501,155,227
2,94,12,513.9495,194.3249,23.3324,71.6046,502,525,158,230
3,94,13,593.1324,206.4725,24.5992,84.5301,580,605,164,248
4,94,15,425.863,220.9744,26.7859,82.8587,412,439,179,262
5,94,19,328.4358,228.9778,24.935,74.4574,315,340,191,266
0,95,9,395.1074,217.401,29.535,77.55,380,409,178,256
1,95,11,491.9487,189.998,23.4,70.9093,480,503,154,225
2,95,12,516.411,192.7626,23.27,71.375,504,528,157,228
3,95,13,594.9236,204.4752,24.4572,83.9304,582,607,162,246
4,95,15,426.8151,220.7527,26.6903,82.8197,413,440,179,262
5,95,19,334.0432,230.227,24.9845,74.8293,321,346,192,267
0,96,9,395.0737,217.2356,29.3776,77.5974,380,409,178,256
1,96,11,494.5941,188.5708,23.2442,70.5413,482,506,153,223
2,96,12,518.9668,190.9948,23.2076,71.1454,507,530,155,226
3,96,13,596.7271,202.4782,24.315,83.3313,584,608,160,244
4,96,15,427.7671,220.5315,26.595,82.7803,414,441,179,261
5,96,19,340.3796,231.3927,25.0323,75.1989,327,352,193,268
0,97,9,394.88,217.0524,29.22,77.645,380,409,178,255
1,97,11,497.3121,187.1809,23.088,70.2157,485,508,152,222
2,97,12,521.7413,189.1189,23.145,70.9163,510,533,153,224
3,97,13,598.5726,200.4818,24.1728,82.7329,586,610,159,241
4,97,15,428.7185,220.3111,26.4997,82.7413,415,441,178,261
5,97,19,347.2877,232.5016,25.0759,75.5623,334,359,194,270
0,98,9,394.6232,216.8622,29.0624,77.6926,380,409,178,255
1,98,11,500.1295,185.8417,22.9316,69.9473,488,511,150,220
2,98,12,524.8458,187.2962,23.0824,70.6879,513,536,151,222
3,98,13,600.525,198.4859,24.0308,82.135,588,612,157,239
4,98,15,429.6692,220.0915,26.4041,82.7029,416,442,178,261
5,98,19,354.5183,233.582,25.1116,75.9148,341,367,195,271
0,99,9,394.3483,216.6703,28.905,77.74,379,408,177,255
1,99,11,503.0464,184.5531,22.775,69.7357,491,514,149,219
2,99,12,528.2868,185.6424,23.02,70.46,516,539,150,220
3,99,13,602.6761,196.4901,23.8892,81.5371,590,614,155,237
4,99,15,430.619,219.8725,26.3081,82.665,417,443,178,261
5,99,19,361.881,234.6517,25.1366,76.2526,349,374,196,272
0,100,9,394.0738,216.4787,28.7476,77.7874,379,408,177,255
1,100,11,506.0363,183.3015,22.6183,69.5654,494,517,148,218
2,100,12,531.9523,184.1756,22.9576,70.2321,520,543,149,219
3,100,13,605.0978,194.494,23.7472,80.9387,593,616,154,234
4,100,15,431.5688,219.6536,26.2119,82.6271,418,444,178,260
5,100,19,369.2855,235.7188,25.1509,76.5757,356,381,197,274
0,101,9,393.7992,216.2872,28.59,77.835,379,408,177,255
1,101,11,509.0654,182.0696,22.4617,69.4172,497,520,147,216
2,101,12,535.6661,182.8725,22.895,70.0037,524,547,147,217
3,101,13,607.7896,192.4973,23.6049,80.3396,595,619,152,232
4,101,15,432.5192,219.4344,26.1158,82.5888,419,445,178,260
5,101,19,376.6902,236.786,25.1573,76.8879,364,389,198,275
0,102,9,393.5093,216.091,28.4324,77.8826,379,407,177,255
1,102,11,512.1103,180.8454,22.305,69.2775,500,523,146,215
2,102,12,539.2617,181.7332,22.8324,69.7746,527,550,146,216
3,102,13,610.6799,190.5,23.4624,79.7399,598,622,150,230
4,102,15,433.4556,219.2177,26.02,82.55,420,446,177,260
5,102,19,384.095,237.8534,25.1595,77.1943,371,396,199,276
0,103,9,393.1682,215.8796,28.275,77.93,379,407,176,254
1,103,11,515.1601,179.6233,22.1484,69.14,504,526,145,214
2,103,12,542.6347,180.7683,22.77,69.5449,531,554,145,215
3,103,13,613.6773,188.5024,23.32,79.14,602,625,148,228
4,103,15,434.3413,219.0104,25.9242,82.5112,421,447,177,260
5,103,19,391.503,238.9179,25.16,77.4984,378,404,200,277
0,104,9,392.6979,215.6302,28.1176,77.9774,378,406,176,254
1,104,11,518.2102,178.4013,21.992,69.0025,507,529,143,212
2,104,12,545.7683,179.9646,22.7076,69.315,534,557,145,214
3,104,13,616.7163,186.5141,23.1789,78.5423,605,628,147,225
4,104,15,435.0982,218.8268,25.8281,82.4729,422,448,177,260
5,104,19,398.9214,239.9716,25.16,77.802,386,411,201,278
0,105,9,391.9972,215.3284,27.96,78.025,378,405,176,254
1,105,11,521.2597,177.1821,21.8379,68.864,510,532,142,211
2,105,12,548.7263,179.2794,22.645,69.0851,537,560,144,213
3,105,13,619.765,184.5571,23.0425,77.9527,608,631,145,223
4,105,15,435.6162,218.687,25.7319,82.435,422,448,177,259
5,105,19,406.3658,240.9976,25.16,78.1058,393,418,201,280
0,106,9,391.0021,214.9907,27.8024,78.0726,377,404,175,254
1,106,11,524.3076,175.9727,21.6911,68.7211,513,535,141,210
2,106,12,551.5895,178.6581,22.5824,68.8554,540,562,144,213
3,106,13,622.8069,182.6791,22.9183,77.383,611,634,143,221
4,106,15,435.8091,218.6064,25.6359,82.3971,422,448,177,259
5,106,19,413.8585,241.9721,25.16,78.41,401,426,202,281
0,107,9,389.76,214.7077,27.645,78.12,375,403,175,253
1,107,11,527.3514,174.7878,21.5618,68.5667,516,538,140,209
2,107,12,554.4174,178.0561,22.52,68.6263,543,565,143,212
3,107,13,625.8367,180.9478,22.8167,76.8503,614,637,142,219
4,107,15,435.6771,218.5848,25.5403,82.3588,422,448,177,259
5,107,19,421.4165,242.8766,25.16,78.7142,408,433,203,282
0,108,9,388.4396,214.6255,27.4876,78.1674,374,402,175,253
1,108,11,530.3882,173.6487,21.4648,68.391,519,541,139,207
2,108,12,557.2427,177.4405,22.4575,68.3979,546,568,143,211
3,108,13,628.8498,179.4167,22.7458,76.3675,617,640,141,217
4,108,15,435.3067,218.6065,25.445,82.32,422,448,177,259
5,108,19,429.0395,243.7111,25.16,79.018,416,441,204,283
0,109,9,387.2407,214.8594,27.33,78.215,373,400,175,253
1,109,11,533.4149,172.5722,21.4117,68.1862,522,544,138,206
2,109,12,560.0887,176.7719,22.3947,68.17,548,571,142,210
3,109,13,631.8464,178.0854,22.7055,75.9339,620,643,140,216
4,109,15,434.8075,218.6517,25.3497,82.2812,422,447,177,259
5,109,19,436.7098,244.4939,25.16,79.3216,424,449,204,284
0,110,9,386.3205,215.3928,27.1724,78.2626,372,399,176,254
1,110,11,536.4314,171.5585,21.4027,67.9525,525,547,137,205
2,110,12,562.9726,176.005,22.3316,67.9421,551,574,142,209
3,110,13,634.8307,176.9003,22.6874,75.536,623,646,139,214
4,110,15,434.257,218.7064,25.2541,82.2429,421,446,177,259
5,110,19,444.4051,245.2484,25.16,79.625,431,456,205,285
0,111,9,385.7748,216.079,27.015,78.31,372,399,176,255
1,111,11,539.44,170.5911,21.4261,67.6976,528,550,136,204
2,111,12,565.9075,175.1038,22.2684,67.7137,554,577,141,208
3,111,13,637.8084,175.7936,22.6814,75.1568,626,649,138,213
4,111,15,433.6967,218.7647,25.1594,82.2056,421,446,177,259
5,111,19,452.1346,245.9925,25.16,79.9284,439,464,206,285
0,112,9,385.6392,216.7497,26.8576,78.3574,372,399,177,255
1,112,11,542.4445,169.6482,21.4671,67.4311,531,553,135,203
2,112,12,568.8929,174.0679,22.2053,67.4846,557,579,140,207
3,112,13,640.783,174.7175,22.68,74.7849,629,652,137,212
4,112,15,433.1545,218.8246,25.0689,82.1702,420,445,177,259
5,112,19,459.9451,246.7364,25.16,80.232,447,472,206,286
0,113,9,385.8664,217.3139,26.7,78.405,372,399,178,256
1,113,11,545.4475,168.7148,21.515,67.1597,534,556,135,202
2,113,12,571.9147,172.9353,22.1425,67.2547,560,582,139,206
3,113,13,643.7566,173.6503,22.68,74.415,632,655,136,210
4,113,15,432.6579,218.8886,24.99,82.1392,420,445,177,259
5,113,19,467.9383,247.4907,25.1618,80.5374,455,480,207,287
0,114,9,386.3464,217.7736,26.5424,78.4526,373,399,178,256
1,114,11,548.45,167.7841,21.5649,66.8866,537,559,134,201
2,114,12,574.9547,171.7572,22.0799,67.0239,563,585,138,205
3,114,13,646.73,172.5833,22.68,74.045,635,658,135,209
4,114,15,432.2458,218.96,24.9324,82.1162,419,444,177,260
5,114,19,476.2398,248.2678,25.1697,80.8484,463,488,207,288
0,115,9,386.9585,218.1678,26.385,78.5,373,400,178,257
1,115,11,551.4523,166.8536,21.6146,66.6133,540,562,133,200
2,115,12,577.9987,170.5791,22.017,66.7913,566,589,137,203
3,115,13,649.7034,171.5167,22.68,73.675,638,661,134,208
4,115,15,431.9489,219.0417,24.9037,82.1046,419,444,177,260
5,115,16,748.1042,267.3418,29.3001,89.4969,733,762,222,312
6,115,19,484.8957,249.0864,25.1931,81.1727,472,497,208,289
0,116,9,387.6229,218.5362,26.2276,78.5474,374,400,179,257
1,116,11,554.4543,165.9231,21.6637,66.34,543,565,132,199
2,116,12,581.038,169.4348,21.9533,66.5552,570,592,136,202
3,116,13,652.677,170.4497,22.6799,73.305,641,664,133,207
4,116,15,431.7671,219.1334,24.9037,82.1045,419,444,178,260
5,116,16,743.0171,266.5293,31.5135,89.9286,727,758,221,311
6,116,19,493.798,249.9668,25.2454,81.521,481,506,209,290
0,117,9,388.3022,218.8975,26.07,78.595,375,401,179,258
1,117,11,557.4561,164.9925,21.7121,66.0667,546,568,131,198
2,117,12,584.0679,168.345,21.8882,66.3144,573,595,135,201
3,117,13,655.6506,169.3825,22.6796,72.935,644,666,132,205
4,117,15,431.6694,219.2321,24.9245,82.1128,419,444,178,260
5,117,16,736.1359,265.3974,34.4718,90.4624,718,753,220,310
6,117,19,502.7476,250.9201,25.3371,81.9021,490,515,209,291
0,118,9,388.9811,219.2588,25.9124,78.6426,376,401,179,258
1,118,11,560.4576,164.0617,21.76,65.7934,549,571,131,196
2,118,12,587.0889,167.3094,21.8216,66.0684,576,597,134,200
3,118,13,658.6244,168.3153,22.6787,72.565,647,669,132,204
4,118,15,431.6166,219.3345,24.9564,82.1255,419,444,178,260
5,118,16,727.6119,263.9526,37.3236,90.8922,708,746,218,309
6,118,19,511.5986,251.9404,25.4681,82.3158,498,524,210,293
0,119,9,389.6599,219.6197,25.755,78.69,376,402,180,258
1,119,11,563.459,163.131,21.8079,65.5203,552,574,130,195
2,119,12,590.1031,166.3132,21.7536,65.8185,579,600,133,199
3,119,13,661.5977,167.2483,22.6771,72.195,650,672,131,203
4,119,15,431.5814,219.4384,24.9929,82.14,419,444,178,260
5,119,16,717.762,262.2436,39.2458,91.0395,698,737,216,307
6,119,19,520.3244,253.0074,25.628,82.7533,507,533,211,294
0,120,9,390.3388,219.9803,25.5976,78.7374,377,403,180,259
1,120,11,566.4609,162.2007,21.8563,65.2475,555,577,129,194
2,120,12,593.1136,165.3383,21.6846,65.5664,582,603,132,198
3,120,13,664.5705,166.1817,22.675,71.8251,653,675,130,202
4,120,15,431.5518,219.5428,25.0312,82.155,419,444,178,260
5,120,16,707.0522,260.3621,40.0414,90.883,687,727,214,305
6,120,19,528.9691,254.099,25.8034,83.204,516,541,212,295
0,121,9,391.0141,220.343,25.4429,78.7865,378,403,180,259
1,121,11,569.4636,161.2706,21.9054,64.975,558,580,128,193
2,121,12,596.1225,164.372,21.6149,65.3133,585,606,131,197
3,121,13,667.543,165.115,22.6729,71.4554,656,678,129,200
4,121,15,431.5229,219.6475,25.07,82.17,418,444,178,260
5,121,16,695.9739,258.4134,40.0536,90.5246,675,716,213,303
6,121,19,537.5741,255.2003,25.985,83.66,524,550,213,297
0,122,9,391.6771,220.7131,25.2983,78.8405,379,404,181,260
1,122,11,572.4667,160.3404,21.9551,64.7025,561,583,127,192
2,122,12,599.1246,163.4103,21.545,65.06,588,609,130,195
3,122,13,670.5156,164.0481,22.6713,71.0863,659,681,128,199
4,122,15,431.4944,219.7525,25.1088,82.185,418,444,178,260
5,122,16,684.9077,256.4904,39.7042,90.075,665,704,211,301
6,122,19,546.1692,256.3047,26.1683,84.1176,533,559,214,298
0,123,9,392.3096,221.1018,25.1789,78.9069,379,404,181,260
1,123,11,575.4697,159.4098,22.005,64.4297,564,586,127,191
2,123,12,602.105,162.4549,21.475,64.8066,591,612,130,194
3,123,13,673.4886,162.9818,22.6704,70.7179,662,684,127,198
4,123,15,431.4657,219.8576,25.1471,82.2,418,444,178,260
5,123,16,674.1311,254.6724,39.2081,89.5899,654,693,209,299
6,123,19,554.7642,257.4094,26.3517,84.575,541,567,215,299
0,124,9,392.8856,221.5251,25.106,78.9967,380,405,182,261
1,124,11,578.4724,158.4791,22.055,64.1566,567,589,126,190
2,124,12,605.0309,161.5151,21.405,64.553,594,615,129,193
3,124,13,676.4621,161.9162,22.6701,70.35,665,687,126,197
4,124,15,431.4363,219.9625,25.185,82.2151,418,444,178,261
5,124,16,663.8291,253.0094,38.7119,89.1047,644,683,208,297
6,124,19,563.3592,258.5143,26.535,85.0324,550,576,215,301
0,125,9,393.3839,221.9955,25.096,79.1184,380,405,182,261
1,125,11,581.4749,157.5486,22.105,63.8834,570,592,125,189
2,125,12,607.8555,160.6041,21.335,64.2992,597,618,128,192
3,125,13,679.4358,160.8511,22.67,69.9821,668,690,125,195
4,125,15,431.4064,220.0676,25.2229,82.2303,418,444,178,261
5,125,16,654.0276,251.4962,38.2159,88.6191,634,673,207,295
6,125,19,571.9542,259.6191,26.7183,85.49,558,585,216,302
0,126,9,393.8041,222.5129,25.1489,79.2722,381,406,182,262
1,126,11,584.4775,156.6183,22.155,63.6103,573,595,124,188
2,126,12,610.5422,159.732,21.2651,64.045,599,621,127,191
3,126,13,682.41,159.7857,22.67,69.6137,671,693,124,194
4,126,15,431.3768,220.173,25.2612,82.2459,418,444,179,261
5,126,16,644.6815,250.0791,37.7203,88.1331,625,663,206,294
6,126,19,580.5493,260.7235,26.9017,85.9476,567,594,217,303
0,127,9,394.167,223.0651,25.2483,79.4497,381,406,183,262
1,127,11,587.4801,155.6879,22.205,63.3375,576,598,124,187
2,127,12,613.0911,158.899,21.1954,63.7908,602,623,127,190
3,127,13,685.3842,158.7194,22.67,69.2446,674,696,124,193
4,127,15,431.3479,220.2784,25.3,82.2619,418,443,179,261
5,127,16,635.7741,248.6883,37.2251,87.6469,617,654,204,292
6,127,19,589.1445,261.8275,27.085,86.4051,575,602,218,305
0,128,9,394.4992,223.6363,25.3729,79.6398,381,407,183,263
1,128,11,590.4825,154.7575,22.255,63.065,579,601,123,186
2,128,12,615.539,158.0951,21.1263,63.537,604,626,126,189
3,128,13,688.358,157.6525,22.67,68.8749,677,699,123,192
4,128,15,431.3194,220.3837,25.3388,82.2781,418,443,179,261
5,128,16,627.3329,247.2734,36.73,87.1608,608,645,203,290
6,128,19,597.74,262.9317,27.2683,86.8628,584,611,219,306
0,129,9,394.8196,224.2147,25.5076,79.835,382,407,184,264
1,129,11,593.4849,153.8271,22.305,62.7925,582,604,122,185
2,129,12,617.9327,157.3069,21.0579,63.2834,607,628,125,188
3,129,13,691.3239,156.5886,22.6662,68.508,679,702,122,190
4,129,15,431.2907,220.4886,25.3771,82.2941,418,443,179,261
5,129,16,619.3418,245.817,36.2349,86.675,601,637,202,289
6,129,19,606.3379,264.0295,27.4525,87.314,592,620,220,307
0,130,9,395.1367,224.795,25.645,80.0317,382,407,184,264
1,130,11,596.4875,152.8967,22.355,62.5197,585,607,121,184
2,130,12,620.305,156.525,20.99,63.03,609,630,125,188
3,130,13,694.2632,155.5367,22.6493,68.1516,682,705,121,189
4,130,15,431.2613,220.5933,25.415,82.3097,418,443,179,261
5,130,16,611.685,244.3252,35.7397,86.1892,593,629,201,287
6,130,19,614.943,265.1043,27.6394,87.7419,601,628,221,308
0,131,9,395.4535,225.375,25.7824,80.2283,382,408,185,265
1,131,11,599.4838,151.9683,22.4034,62.248,588,610,120,183
2,131,12,622.6711,155.745,20.9221,62.7767,612,633,124,187
3,131,13,697.1358,154.514,22.5992,67.8217,685,708,120,188
4,131,15,431.2396,220.6998,25.4529,82.3249,418,443,179,261
5,131,16,604.2163,242.8143,35.2441,85.7031,586,621,199,285
6,131,19,623.5661,266.12,27.8335,88.1102,609,637,222,310
0,132,9,395.77,225.9553,25.92,80.425,382,408,185,266
1,132,11,602.4585,151.0461,22.4465,61.9813,591,613,120,182
2,132,12,625.0369,154.965,20.8537,62.5233,614,635,123,186
3,132,13,699.8849,153.5448,22.4879,67.5412,688,711,119,187
4,132,15,431.2458,220.8136,25.4912,82.34,418,443,179,261
5,132,16,596.8245,241.2956,34.7481,85.2169,579,614,198,283
6,132,17,752.9886,302.989,25.4065,94.9786,740,765,255,350
7,132,19,632.2232,267.0254,28.0412,88.3679,618,646,222,311
0,133,9,396.0865,226.5358,26.0576,80.6216,383,409,186,266
1,133,11,605.3792,150.14,22.4761,61.7271,594,616,119,181
2,133,12,627.4023,154.185,20.7846,62.27,617,637,123,185
3,133,13,702.4655,152.6482,22.2932,67.3281,691,713,118,186
4,133,15,431.3231,220.9452,25.53,82.355,418,444,179,262
5,133,16,589.4463,239.7743,34.2519,84.7309,572,606,197,282
6,133,17,748.5203,302.2501,28.5112,95.3613,734,762,254,349
7,133,19,640.9272,267.7811,28.2679,88.4759,626,655,223,312
0,134,9,396.4033,227.1162,26.195,80.818,383,409,186,267
1,134,11,608.2,149.2641,22.4807,61.4963,596,619,118,180
2,134,12,629.7675,153.405,20.7149,62.0167,619,640,122,184
3,134,13,704.8777,151.824,22.0155,67.1827,693,715,118,185
4,134,15,431.5309,221.1093,25.5688,82.37,418,444,179,262
5,134,16,582.0312,238.2527,33.7558,84.2453,565,598,196,280
6,134,17,742.4895,301.1371,31.2113,95.6465,726,758,253,348
7,134,19,649.6783,268.3871,28.5141,88.4347,635,663,224,312
0,135,9,396.7204,227.6962,26.3324,81.0142,383,409,187,268
1,135,11,610.8846,148.4296,22.4515,61.2971,599,622,117,179
2,135,12,632.1325,152.6251,20.645,61.7633,621,642,121,183
3,135,13,707.166,151.0531,21.6771,67.0869,696,718,117,184
4,135,15,431.9157,221.3174,25.6071,82.385,419,444,180,262
5,135,16,574.5217,236.7312,33.26,83.7601,557,591,194,278
6,135,17,735.1748,299.6876,32.9886,95.7286,718,751,251,347
7,135,19,658.4641,268.8836,28.7748,88.2845,644,672,224,313
0,136,9,397.0372,228.2758,26.47,81.21,383,410,187,268
1,136,11,613.4329,147.6365,22.3888,61.1294,602,624,117,178
2,136,12,634.4975,151.8453,20.575,61.51,624,644,121,182
3,136,13,709.3873,150.3113,21.3062,67.0181,698,720,116,183
4,136,15,432.4769,221.5696,25.645,82.4,419,445,180,262
5,136,16,566.836,235.2104,32.7642,83.275,550,583,193,276
6,136,17,726.9552,298.0089,33.889,95.5837,710,743,250,345
7,136,19,667.2683,269.3213,29.043,88.0761,652,681,225,313
0,137,9,397.3538,228.8557,26.6076,81.4058,384,410,188,269
1,137,11,615.881,146.8736,22.3016,60.9846,604,627,116,177
2,137,12,636.8625,151.0659,20.505,61.2567,626,647,120,181
3,137,13,711.5624,149.5832,20.9221,66.96,701,722,116,183
4,137,15,433.168,221.8545,25.6829,82.415,420,446,180,263
5,137,16,558.9099,233.69,32.268,82.79,542,575,192,275
6,137,17,718.1868,296.2151,34.2642,95.2578,701,735,248,343
7,137,19,676.0796,269.7359,29.3137,87.845,661,690,225,313
0,138,9,397.6703,229.436,26.745,81.602,384,411,188,270
1,138,11,618.275,146.127,22.201,60.8523,607,629,115,176
2,138,12,639.2275,150.2867,20.4351,61.0033,629,649,119,180
3,138,13,713.6618,148.8661,20.5338,66.905,703,723,115,182
4,138,15,433.9299,222.1574,25.7212,82.43,421,446,180,263
5,138,16,550.7433,232.1696,31.7716,82.305,534,566,191,273
6,138,17,709.1455,294.3811,34.4094,94.8194,691,726,246,341
7,138,19,684.8931,270.1439,29.5846,87.6071,670,699,226,313
0,139,9,397.9871,230.0165,26.8824,81.7984,384,411,189,270
